,day,time,user,message
82,2022-03-03,21:04:16,루이스와이푸 haruiswaifu,yyjHey
83,2022-03-03,21:04:16,vincentt23,yyjHey  jinjin
84,2022-03-03,21:04:16,thedarkhealer,yyjHey JinnyMyQueen
85,2022-03-03,21:04:16,loeffler,BING BONG
86,2022-03-03,21:04:17,y_exp,yyjHey
87,2022-03-03,21:04:17,tone_ewon,hi hi
88,2022-03-03,21:04:17,allexxx1996,yyjHey 󠀀
89,2022-03-03,21:04:17,utubesux1,yyjHey
90,2022-03-03,21:04:17,zay_ih,yyjHey Ayo
91,2022-03-03,21:04:17,dmsernan,helloooo
92,2022-03-03,21:04:18,phillysixers,yyjHey
93,2022-03-03,21:04:18,sinclair_bear,@Tomateitor5621  catJAM  buenas tomate 🍅
94,2022-03-03,21:04:18,muazzam24,"yyjPog yyjHey yyjL  jinny , mods and chat"
95,2022-03-03,21:04:19,simonqc36,hi
96,2022-03-03,21:04:19,"imonqc36 subscribed at Tier 1. They've subscribed for 19 months, currently on a 19 month streak!",
97,2022-03-03,21:04:19,merbs,sup
98,2022-03-03,21:04:19,dead_teeth,yyjHey hi jinjin
99,2022-03-03,21:04:19,dixgo,dixgoD
100,2022-03-03,21:04:19,루미발가락패디큐어 bob9321923,yyjHey yo
101,2022-03-03,21:04:19,bennymiaka,yyjHey
102,2022-03-03,21:04:19,allexxx1996,yyjHey
103,2022-03-03,21:04:19,monk_shifu,hello
104,2022-03-03,21:04:19,jondoni,yyjHey sup
105,2022-03-03,21:04:20,ta_kevvo,yyjHey yyjHey
106,2022-03-03,21:04:20,brian_of_earth,yyjHey yyjHey yyjHey
107,2022-03-03,21:04:20,jonathann666666,Good morning Jinny VoHiYo VoHiYo
108,2022-03-03,21:04:21,pelmi,yyjHey yo
109,2022-03-03,21:04:21,meh2dextreme,yyjHey
110,2022-03-03,21:04:22,fatandjack3d,yyjHey yyjHey yyjHey yyjHey yyjHey
111,2022-03-03,21:04:22,vgvirt,yyjHey
112,2022-03-03,21:04:22,sinclair_bear,yyjHey  AY JIMBO
113,2022-03-03,21:04:22,루이스와이푸 haruiswaifu,yyjHey 󠀀
114,2022-03-03,21:04:22,juche4life,chubbe1Bois
115,2022-03-03,21:04:23,rhx3030,찌니업`
116,2022-03-03,21:04:23,allexxx1996,yyjHey 󠀀
117,2022-03-03,21:04:24,darkscarlatti,yyjHey sup Tifa
118,2022-03-03,21:04:24,dead_teeth,peepoPopcorn
119,2022-03-03,21:04:24,dixgo,dixgoD 󠀀
120,2022-03-03,21:04:24,nfbsabc,yyjChef Yo
121,2022-03-03,21:04:24,grandpoobah_,7. 11 ???
122,2022-03-03,21:04:24,georgebungi,sup sup sup
123,2022-03-03,21:04:24,fatandjack3d,THE QUEEN IS LIVE
124,2022-03-03,21:04:25,y_exp,yyjHey 󠀀
125,2022-03-03,21:04:25,yoyo586920,yo
126,2022-03-03,21:04:26,darkexile1,yyjHey
127,2022-03-03,21:04:26,cameronf89,"Hola, Jinny."
128,2022-03-03,21:04:27,sinclair_bear,yyjHey   AY JIMBO
129,2022-03-03,21:04:27,allexxx1996,yyjHey
130,2022-03-03,21:04:29,rusty_recluse,hello other side of the world
131,2022-03-03,21:04:30,dixgo,dixgoD jinnytty dixgoD
132,2022-03-03,21:04:31,mono881,yo yo
133,2022-03-03,21:04:31,juche4life,chubbe1Bois 󠀀
134,2022-03-03,21:04:31,greensavage,where's the strom @Jinnytty
135,2022-03-03,21:04:31,flyyyzer,sploveH2 sploveH2 sploveH2 sploveH2 sploveH2
136,2022-03-03,21:04:32,allexxx1996,yyjHey 󠀀
137,2022-03-03,21:04:33,rick26535,Hello!
138,2022-03-03,21:04:33,muazzam24,yyjHey  chattt
139,2022-03-03,21:04:33,dixgo,dixgoD  jinnytty dixgoD
140,2022-03-03,21:04:34,jondoni,WOWERS sunny
141,2022-03-03,21:04:34,skysage,yyjSmog
142,2022-03-03,21:04:35,ironlion_308,gilyouHh sora629Clapping
143,2022-03-03,21:04:36,zay_ih,yyjHey
144,2022-03-03,21:04:36,wootizzl,yyjHey yyjHey yyjHey
145,2022-03-03,21:04:37,allexxx1996,yyjHey
146,2022-03-03,21:04:38,tomateitor5621,Hello Jinny pepeD
147,2022-03-03,21:04:38,shanellei,Hiiiiiii
148,2022-03-03,21:04:38,dead_teeth,peepoPopcorn im ok
149,2022-03-03,21:04:38,vincentt23,yyjHey jinjin
150,2022-03-03,21:04:39,iamjerrylive,Hello Jinny and Yuggie yyjHey yyjHey yyjHey
151,2022-03-03,21:04:39,roberthidalgoshy,Hi jimbo
152,2022-03-03,21:04:40,chamnaewon,SUP SUP tyler1B1 tyler1O tyler1B2
153,2022-03-03,21:04:40,barbaski,it's jinny y'all!
154,2022-03-03,21:04:40,skysage,"great, how about you?"
155,2022-03-03,21:04:41,merbs,OkayChamp good
156,2022-03-03,21:04:42,lumhongyu,HungryPaimon
157,2022-03-03,21:04:43,godianoliver,Show tha monkeys plz
158,2022-03-03,21:04:43,bonkerzxiong,Nice.. looking good Jimbo
159,2022-03-03,21:04:44,greensavage,storm modCheck
160,2022-03-03,21:04:44,allexxx1996,yyjHey 󠀀
161,2022-03-03,21:04:44,darkexile1,good
162,2022-03-03,21:04:44,phallanxtty,@simonqc36 yyjL
163,2022-03-03,21:04:45,jondoni,weather wont get bad dont worry
164,2022-03-03,21:04:45,ims_ subscribed at Tier 3. They've subscribed for 21 months!,
165,2022-03-03,21:04:48,james_broken_heart,hola
166,2022-03-03,21:04:49,skysage,YAAY
167,2022-03-03,21:04:49,kaitypure,ti8ickSip good
168,2022-03-03,21:04:49,kewitriuf,have great day. in the good weather yyjHey
169,2022-03-03,21:04:49,puuhaman,Good i guess And you?
170,2022-03-03,21:04:50,ronzert,not bad just another day NODDERS
171,2022-03-03,21:04:50,latte4ever,yyjHey yyjHey yyjL yyjL yyjL
172,2022-03-03,21:04:51,vincentt23,moneyhWeird SmokeTime
173,2022-03-03,21:04:51,nikoniiku,WOWERS
174,2022-03-03,21:04:52,sinclair_bear,HappyFluffyTeddy  eeveelHola  hey teddy 🧸
175,2022-03-03,21:04:52,milathegal,PogU T3
176,2022-03-03,21:04:53,getusom32,!weather
177,2022-03-03,21:04:53,dead_teeth,yyjTasty
178,2022-03-03,21:04:54,chuckthetuna,babymo7Hey
179,2022-03-03,21:04:55,mischief2722,SeemsGood SeemsGood SeemsGood
180,2022-03-03,21:04:56,mr_natterjack,3am!!!!!!!!  I need sleep!
181,2022-03-03,21:04:56,roberthidalgoshy,yyjL yyjL yyjL
182,2022-03-03,21:04:56,allexxx1996,yyjPopcorn
183,2022-03-03,21:04:56,elegs,okay
184,2022-03-03,21:04:56,newbie_1337,widepeepoSad we're melting
185,2022-03-03,21:04:57,strawhatchase,yyjHey
186,2022-03-03,21:04:57,lumhongyu,hi
187,2022-03-03,21:04:58,y_exp,peepoPopcorn
188,2022-03-03,21:04:58,dead_teeth,PogU T3
189,2022-03-03,21:04:59,dixgo,yyjTasty food
190,2022-03-03,21:05:00,tomateitor5621,good morning
191,2022-03-03,21:05:00,allexxx1996,yyjPopcorn 󠀀
192,2022-03-03,21:05:00,happyfluffyteddy,@sinclair_bear yyjHey
193,2022-03-03,21:05:01,jondoni,wanna bet ?
194,2022-03-03,21:05:01,sinclair_bear,@SkySage  yyjHey
195,2022-03-03,21:05:02,wijayaprat30,yyjHey yyjHey yyjHey
196,2022-03-03,21:05:04,borednewb,yyjHey yyjHey yyjHey
197,2022-03-03,21:05:05,vincentt23,chubbe1POGGING T3
198,2022-03-03,21:05:05,skysage,PogU
199,2022-03-03,21:05:05,darkscarlatti,!time
200,2022-03-03,21:05:06,chuckthetuna,babymo7Luv
201,2022-03-03,21:05:06,allexxx1996,yyjPopcorn
202,2022-03-03,21:05:06,루미발가락패디큐어 bob9321923,PogU T3
203,2022-03-03,21:05:09,samh112358,looks alright on my forecast
204,2022-03-03,21:05:09,roberthidalgoshy,yyjHey yyjHey yuniClap
205,2022-03-03,21:05:11,dead_teeth,BabyRage
206,2022-03-03,21:05:11,kaitypure,BabyRage
207,2022-03-03,21:05:11,desu_is_sparta,WutFace BabyRage
208,2022-03-03,21:05:12,utubesux1,yyjHey
209,2022-03-03,21:05:12,dixgo,i think i forgot to eat Susge
210,2022-03-03,21:05:12,sinclair_bear,!subs
211,2022-03-03,21:05:12,ldopeyyi,yyjHey yyjHey
212,2022-03-03,21:05:12,greensavage,BabyRage
213,2022-03-03,21:05:12,khaddict25,BabyRage
214,2022-03-03,21:05:12,allexxx1996,BabyRage
215,2022-03-03,21:05:12,vincentt23,"@chuckthetuna, rising78Kiss"
216,2022-03-03,21:05:12,evilhenchman,BabyRage
217,2022-03-03,21:05:13,subsanta66,looks sunny though
218,2022-03-03,21:05:13,y_exp,BabyRage
219,2022-03-03,21:05:15,allexxx1996,BabyRage 󠀀
220,2022-03-03,21:05:16,kewitriuf,have good time chatwards yyjHype
221,2022-03-03,21:05:16,james_broken_heart,simLove simLove simLove simLove
222,2022-03-03,21:05:16,coteyfourtwenty,yyjPopcorn
223,2022-03-03,21:05:18,cameronf89,Feeling good with $50 in the bank and then $100 later on.
224,2022-03-03,21:05:20,skysage,"@sinclair_bear, yyjHey"
225,2022-03-03,21:05:21,keith_2008,PogU live
226,2022-03-03,21:05:22,milathegal,DAYUM hotel breakfast ?
227,2022-03-03,21:05:22,darkexile1,yyjPopcorn
228,2022-03-03,21:05:25,y_exp,peepoPopcorn ⠀
229,2022-03-03,21:05:26,allexxx1996,yyjPopcorn
230,2022-03-03,21:05:26,ironlion_308,sora629KEKWW
231,2022-03-03,21:05:27,keith_2008,Holy shit
232,2022-03-03,21:05:27,phallanxtty,this is me w/o glasses
233,2022-03-03,21:05:29,skysage,yyjTasty
234,2022-03-03,21:05:30,jondoni,did rice work btw
235,2022-03-03,21:05:30,allexxx1996,yyjPopcorn 󠀀
236,2022-03-03,21:05:31,루미챔프 reigning_champ1,@bob9321923 Kissahomie gerinoKiss zoodasaDDABONG  acescr1Fly
237,2022-03-03,21:05:33,sexy_tora,Jinnaaayy
238,2022-03-03,21:05:33,roberthidalgoshy,Nice weather
239,2022-03-03,21:05:33,eonbask,WOWERS
240,2022-03-03,21:05:34,milathegal,breakfast?
241,2022-03-03,21:05:35,chuckthetuna,@vincentt23 babymo7Hey yyjHeart
242,2022-03-03,21:05:36,ellesimwunderland,NODDERS ne
243,2022-03-03,21:05:36,merbs,WOWERS
244,2022-03-03,21:05:37,skysage,WOWERS
245,2022-03-03,21:05:38,jondoni,WOWERS woah
246,2022-03-03,21:05:39,samh112358,WOWERS
247,2022-03-03,21:05:39,arkem232,Can you tell teddy to keep the weather sunny?
248,2022-03-03,21:05:39,thefirstsnowflake,WOWERS
249,2022-03-03,21:05:40,y_exp,WOWERS
250,2022-03-03,21:05:40,happyfluffyteddy,FeelsWowMan
251,2022-03-03,21:05:41,zay_ih,WOWERS
252,2022-03-03,21:05:41,darkexile1,WOWERS
253,2022-03-03,21:05:41,루이스와이푸 haruiswaifu,WOWERS
254,2022-03-03,21:05:41,eith_2008 is gifting 5 Tier 1 Subs to Jinnytty's community! They've gifted a total of 12 in the channel!,
255,2022-03-03,21:05:42,eith_2008 gifted a Tier 1 sub to gaara_got_bands!,
256,2022-03-03,21:05:42,eith_2008 gifted a Tier 1 sub to about_tree_fiddyy!,
257,2022-03-03,21:05:42,eith_2008 gifted a Tier 1 sub to cusco_9!,
258,2022-03-03,21:05:42,eith_2008 gifted a Tier 1 sub to xClairon!,
259,2022-03-03,21:05:42,eith_2008 gifted a Tier 1 sub to Jalen509!,
260,2022-03-03,21:05:43,pelmi,WOWERS
261,2022-03-03,21:05:43,vincentt23,WOWERS
262,2022-03-03,21:05:43,ronzert,looks clear
263,2022-03-03,21:05:43,coteyfourtwenty,WOWERS
264,2022-03-03,21:05:44,루미챔프 reigning_champ1,WOWERS
265,2022-03-03,21:05:45,newbie_1337,WOWERS ok wow
266,2022-03-03,21:05:45,shawayeem,WOWERS 와와와와
267,2022-03-03,21:05:45,allexxx1996,yyjMods
268,2022-03-03,21:05:45,tomateitor5621,bob @sinclair_bear KEKGiggle
269,2022-03-03,21:05:45,merbs,WOWERS holy shit
270,2022-03-03,21:05:45,jondoni,WOWERS holy shit views
271,2022-03-03,21:05:45,milathegal,KEKW
272,2022-03-03,21:05:45,zer0select,Pay it through your room
273,2022-03-03,21:05:46,ellesimwunderland,yyjBelievers
274,2022-03-03,21:05:46,y_exp,yyjPog +5
275,2022-03-03,21:05:46,skysage,yyjPray it will work
276,2022-03-03,21:05:47,utubesux1,nice
277,2022-03-03,21:05:47,quassidi,yyjSUPERPOG
278,2022-03-03,21:05:47,lightsir_,it wont
279,2022-03-03,21:05:48,allexxx1996,yyjMods 󠀀
280,2022-03-03,21:05:48,vgvirt,WOWERS
281,2022-03-03,21:05:48,darkexile1,yyjPog yyjPog
282,2022-03-03,21:05:49,eonbask,yyjPog
283,2022-03-03,21:05:49,ronzert,not gonna work  pepeLaugh
284,2022-03-03,21:05:49,fatandjack3d,yyjPog
285,2022-03-03,21:05:49,skysage,WOWERS
286,2022-03-03,21:05:50,roberthidalgoshy,yyjPog yyjPog yyjPog yyjPog
287,2022-03-03,21:05:51,homer_simpson_00,WOWERS
288,2022-03-03,21:05:51,emperorkitagawa,peepoClap
289,2022-03-03,21:05:51,chuckthetuna,WOWERS
290,2022-03-03,21:05:51,dead_teeth,peepoPopcorn
291,2022-03-03,21:05:52,weirdpartofnight,nice view
292,2022-03-03,21:05:52,elegs,pretty sky yyjCozy
293,2022-03-03,21:05:52,mono881,+5
294,2022-03-03,21:05:52,fatandjack3d,yyjPog yyjPog yyjPog yyjPog
295,2022-03-03,21:05:52,allexxx1996,yyjMods Clap
296,2022-03-03,21:05:53,siriusgoofball,WOWERS
297,2022-03-03,21:05:53,stonearmor,dang
298,2022-03-03,21:05:53,kaitypure,PepeLaugh not gonna work
299,2022-03-03,21:05:53,tybstra,go phone shopping today
300,2022-03-03,21:05:53,sinclair_bear,@Tomateitor5621  KEKGiggle
301,2022-03-03,21:05:54,y_exp,peepoPopcorn
302,2022-03-03,21:05:55,milathegal,KEKBOOM thinks it is gonna work
303,2022-03-03,21:05:56,eonbask,yyjTasty
304,2022-03-03,21:05:56,coteyfourtwenty,KEKL rice ain't doing shit
305,2022-03-03,21:05:57,jondoni,lets eat outside Pog
306,2022-03-03,21:05:57,ronzert,better buy a new one
307,2022-03-03,21:05:57,dead_teeth,yyjPog
308,2022-03-03,21:05:58,about_tree_fiddyy,yyjPog yyjPog yyjPog yyjPog
309,2022-03-03,21:05:58,roberthidalgoshy,WOWERS
310,2022-03-03,21:06:00,y_exp,yyjPog +5 󠀀
311,2022-03-03,21:06:01,dixgo,boofay PagMan
312,2022-03-03,21:06:01,strawhatchase,yyjPog
313,2022-03-03,21:06:02,dead_teeth,PogChamping got a xie xie
314,2022-03-03,21:06:03,sinclair_bear,@Tomateitor5621  KEKGiggle  catJAM  solo se una cancion de el
315,2022-03-03,21:06:04,bobsunz,hi jinny hi chat!
316,2022-03-03,21:06:05,ronzert,that shit  if fucked bro
317,2022-03-03,21:06:10,tomateitor5621,YAAY
318,2022-03-03,21:06:10,ronzert,is*
319,2022-03-03,21:06:11,루미발가락패디큐어 bob9321923,"@reigning_champ1,  kojouyHeart acescr1Smug"
320,2022-03-03,21:06:12,eonbask,PogO
321,2022-03-03,21:06:12,shawayeem,PogU
322,2022-03-03,21:06:14,darkexile1,yyjPopcorn
323,2022-03-03,21:06:14,allexxx1996,the phone is gone alredy KEKWiggle
324,2022-03-03,21:06:15,pagman6969,where are we chat
325,2022-03-03,21:06:15,kingedguin,HyperHex HyperHex HyperHex
326,2022-03-03,21:06:16,kewitriuf,looks like good texture
327,2022-03-03,21:06:16,y_exp,peepoPopcorn ⠀
328,2022-03-03,21:06:17,unitedyolo,yyjHey
329,2022-03-03,21:06:18,notrescued,now you can try one of everything
330,2022-03-03,21:06:20,dixgo,PagMan people say
331,2022-03-03,21:06:21,skysage,KEKInsane
332,2022-03-03,21:06:21,milathegal,KEKW
333,2022-03-03,21:06:22,notrescued,yyjW boo fay
334,2022-03-03,21:06:22,happyfluffyteddy,KEKWiggle
335,2022-03-03,21:06:22,gaara_got_bands,@keith_2008 Thanks for the gift sub!
336,2022-03-03,21:06:22,lightsir_,KEKW
337,2022-03-03,21:06:23,pach1nko,it will alte afternoon
338,2022-03-03,21:06:23,prettykuromi,what’s wrong with the weather ?
339,2022-03-03,21:06:23,lilyzinhaaa4,hello
340,2022-03-03,21:06:23,루미발가락패디큐어 bob9321923,LULW
341,2022-03-03,21:06:24,kofupoka__,yyjPopcorn
342,2022-03-03,21:06:24,keith_2008,your welcome JIMBO  )
343,2022-03-03,21:06:24,balpreezy,KEKW
344,2022-03-03,21:06:24,kooky4u,"just eat, free hotel buffet"
345,2022-03-03,21:06:24,eonbask,PepeLaugh
346,2022-03-03,21:06:25,vickadrio,KEKW
347,2022-03-03,21:06:25,milathegal,DAMN KEKW
348,2022-03-03,21:06:26,kewitriuf,HD minecraft with gta Clap
349,2022-03-03,21:06:26,vincentt23,seoaJam
350,2022-03-03,21:06:26,reeburn,gonna be sunny and fallouty
351,2022-03-03,21:06:26,quassidi,KEKW
352,2022-03-03,21:06:27,ellesimwunderland,PepeLaugh
353,2022-03-03,21:06:27,dead_teeth,peepoPopcorn that screen
354,2022-03-03,21:06:27,kaitypure,PepeLaugh
355,2022-03-03,21:06:28,shawayeem,🌩️ ⚡ 🌩️ ⚡ 🌩️ ⚡
356,2022-03-03,21:06:29,pach1nko,who said not bad lel
357,2022-03-03,21:06:30,thefirstsnowflake,yuggie not streaming?
358,2022-03-03,21:06:30,allexxx1996,yyjPopcorn
359,2022-03-03,21:06:31,moonshield468,scattered showers
360,2022-03-03,21:06:31,milathegal,Hmm same here
361,2022-03-03,21:06:31,tomateitor5621,@sinclair_bear enserio PogChamp
362,2022-03-03,21:06:31,skysage,KEKInsane 󠀀
363,2022-03-03,21:06:31,jondoni,weather forecast is like rolling dice dont worry
364,2022-03-03,21:06:32,tybstra,you'll end before it does
365,2022-03-03,21:06:32,loeffler,MONKAS
366,2022-03-03,21:06:33,coteyfourtwenty,Jebaited
367,2022-03-03,21:06:33,pilski6,yyjPopcorn
368,2022-03-03,21:06:34,kewitriuf,!weather Friday
369,2022-03-03,21:06:37,lightsir_,lovely weather
370,2022-03-03,21:06:37,samh112358,isn't that every previous day also?
371,2022-03-03,21:06:37,latte4ever,yyjFail
372,2022-03-03,21:06:38,allexxx1996,yyjPopcorn 󠀀
373,2022-03-03,21:06:38,solidus44,fuck it mang
374,2022-03-03,21:06:39,phallanxtty,!time
375,2022-03-03,21:06:39,sexy_tora,KEKW
376,2022-03-03,21:06:40,mentalnoiz1,yyjHey yyjBloodTrail
377,2022-03-03,21:06:41,lightsir_,FeelsRainMan
378,2022-03-03,21:06:41,simonqc36,Cheer500
379,2022-03-03,21:06:41,y_exp,peepoPopcorn
380,2022-03-03,21:06:42,vincentt23,moneyhWeird nymnCorn
381,2022-03-03,21:06:42,delaoron,"Hi Yuggie. Oh, and hi Jinny."
382,2022-03-03,21:06:42,"elaoron subscribed at Tier 1. They've subscribed for 20 months, currently on a 19 month streak!",
383,2022-03-03,21:06:42,captain_america_,forceast raining lol
384,2022-03-03,21:06:43,ronzert,still a few hours from now
385,2022-03-03,21:06:43,milathegal,Hmm not trust worthy tho
386,2022-03-03,21:06:43,allexxx1996,yyjPopcorn
387,2022-03-03,21:06:43,bennymiaka,Have you done some research on different new phones PepeLaugh
388,2022-03-03,21:06:45,strawhatchase,yyjPopcorn
389,2022-03-03,21:06:47,ronzert,FeelsDankMan  how to eat
390,2022-03-03,21:06:47,zer0select,Grab a Plate
391,2022-03-03,21:06:47,stonearmor,what the phuck
392,2022-03-03,21:06:49,dixgo,FeelsDankMan
393,2022-03-03,21:06:49,arkem232,Short stream let’s go
394,2022-03-03,21:06:51,vincentt23,moneyhWeird  nymnCorn
395,2022-03-03,21:06:51,sinclair_bear,@Tomateitor5621 sii chubbe1KEK  la cancion que todos saben creo la popular
396,2022-03-03,21:06:52,merbs,Hmm with mouth
397,2022-03-03,21:06:52,milathegal,just grab a plate 5Head
398,2022-03-03,21:06:53,notrescued,red lightning monkaW
399,2022-03-03,21:06:55,allexxx1996,how do we eat yyjHmm
400,2022-03-03,21:06:57,darkexile1,yyjPopcorn
401,2022-03-03,21:06:58,greensavage,do you pay with room number? @Jinnytty
402,2022-03-03,21:07:01,shubham_sarma,how to eat
403,2022-03-03,21:07:05,loeffler,GET A PLATE
404,2022-03-03,21:07:05,skysage,yyjTasty
405,2022-03-03,21:07:07,루미챔프 reigning_champ1,acescr1Smug nymnCorn
406,2022-03-03,21:07:07,notrescued,with your mouth
407,2022-03-03,21:07:08,allexxx1996,yyjPopcorn
408,2022-03-03,21:07:10,y_exp,peepoPopcorn ⠀
409,2022-03-03,21:07:12,jondoni,yyjTasty all you can eat
410,2022-03-03,21:07:12,0uttactrl,Yuggie is not streaming today
411,2022-03-03,21:07:14,notrescued,yyjW how do i eat
412,2022-03-03,21:07:15,thefirstsnowflake,yes
413,2022-03-03,21:07:15,coteyfourtwenty,yyjTasty
414,2022-03-03,21:07:15,ronzert,just that simple 4Head
415,2022-03-03,21:07:15,sinclair_bear,@notRescued  yyjHey  hey dude
416,2022-03-03,21:07:17,dead_teeth,peepoTalk
417,2022-03-03,21:07:18,milathegal,nice
418,2022-03-03,21:07:19,merbs,HACKERMANS
419,2022-03-03,21:07:19,allexxx1996,yyjPopcorn 󠀀
420,2022-03-03,21:07:20,thefirstsnowflake,OMEGADANCE
421,2022-03-03,21:07:20,kaitypure,peepoTalk
422,2022-03-03,21:07:20,happyfluffyteddy,yyjPopcorn
423,2022-03-03,21:07:20,루미챔프 reigning_champ1,acescr1Smug  nymnCorn
424,2022-03-03,21:07:22,loeffler,LEAK
425,2022-03-03,21:07:22,sexy_tora,weather like that is normal there KEKW
426,2022-03-03,21:07:22,eonbask,peepoTalk
427,2022-03-03,21:07:24,notrescued,@sinclair_bear yyjHey
428,2022-03-03,21:07:24,strawhatchase,peepoTalk
429,2022-03-03,21:07:25,elegs,yyjCozy TeaTime
430,2022-03-03,21:07:26,allexxx1996,yyjPopcorn
431,2022-03-03,21:07:27,y_exp,peepoTalk
432,2022-03-03,21:07:28,darkexile1,yyjPopcorn
433,2022-03-03,21:07:28,xinrone,leaked
434,2022-03-03,21:07:30,redspoonz,room number 420
435,2022-03-03,21:07:30,y_exp,peepoPopcorn
